id,occurrences,volumes,source_families,source_note,sample_documents
77b21b4ef826,2,frus1981-88v11,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Bureau of Arms Control and Disarmament, Lot 01D127, 1969–1990 Subject Records of James P. Timbie, Box 1, START/INF 1987. Secret.",frus1981-88v11/d249; frus1981-88v11/d251
35f97a5bab90,2,frus1981-88v05; frus1981-88v24,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, [no N number]. Secret; Niact Immediate; Nodis.",frus1981-88v05/d32; frus1981-88v24/d190
08f07201ce00,2,frus1981-88v41,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Dumping; Arctic; Whaling; Antarctic; Scientific Research, 1976–1987, Lot 94D419, U.S.-Japan Nov. 13 th Agreement. No classification marking.",frus1981-88v41/d307; frus1981-88v41/d308
cf73b351e6ae,2,frus1981-88v13,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, Files of Alexander M. Haig, Jr., 1981–1982, Lot 82D370, No folder. Secret; Sensitive. Haig was speaking from Washington; Belaúnde was in Lima.",frus1981-88v13/d211; frus1981-88v13/d234
c3a61caf6412,2,frus1981-88v06,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, S/S Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981–1990, Lot 93D188, Ministerial Memcons. Secret; Sensitive. Drafted by Vershbow; cleared by Ridgway. The meeting took place in Shultz’s office at the Department of State.",frus1981-88v06/d170; frus1981-88v06/d172
e0ab9ffb7c1e,2,frus1981-88v06,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, S/S Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981–1990, Lot 93D188, Moscow—Feb 88—Shultz/Shev. Secret; Sensitive. Drafted by Parris. The meeting took place in the Guesthouse of the Soviet Foreign Ministry.",frus1981-88v06/d122; frus1981-88v06/d123
f204b08a83a8,2,frus1981-88v06,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, S/S Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981–1990, Lot 93D188, Moscow/Washington Oct. 1987. Secret; Sensitive. Drafted by Parris. The meeting took place in the Guesthouse of the Soviet Foreign Ministry.",frus1981-88v06/d82; frus1981-88v06/d83
8fb7c429c908,2,frus1981-88v06,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, S/S Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981–1990, Lot 93D188, Shultz—Shevardnadze—Wash—9/87. Secret; Sensitive. Drafted by Parris. The meeting took place in Shultz’s private office at the Department of State.",frus1981-88v06/d69; frus1981-88v06/d71
cd6a2922281d,2,frus1981-88v06,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, S/S Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981–1990, Lot 93D188, Untitled Folder. Secret; Sensitive. Drafted by Parris. The meeting took place at the Soviet Mission.",frus1981-88v06/d150; frus1981-88v06/d152
7a23192fa9bc,2,frus1981-88v11,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, S/S-IRM Records, Memorandum of Conversations Pertaining to United States and USSR Relations, 1981–1990, Lot 93D188, Moscow Summit 5/29–6/1, 1988. Secret. The meeting took place in the Foreign Ministry Guest House.",frus1981-88v11/d308; frus1981-88v11/d310
df328e6bc20a,2,frus1981-88v13,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Executive Secretariat, Very Sensitive Correspondence Files of Alexander M. Haig, Jr., 1981–1982, Lot 83D288, Evening Reading—May 1982. Secret.",frus1981-88v13/d301; frus1981-88v13/d307
371489ae796f,2,frus1981-88v11,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Lot 16D0355, James Timbie Files, Box 1, NST 1985–1992. Secret; Sensitive.",frus1981-88v11/d107; frus1981-88v11/d108
84be42cc7a98,2,frus1981-88v11,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Lot 90D397, Ambassador Nitze’s Personal Files 1953, 1972–1989, All of March, 1988. Secret.",frus1981-88v11/d287; frus1981-88v11/d288
cd772b70a373,2,frus1981-88v11,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Lot 90D397, Ambassador Nitze’s Personal Files 1953, 1972–1989, Box 4, September 1986. Secret; Sensitive. The meeting took place at the Department of State.",frus1981-88v11/d150; frus1981-88v11/d152
5ccf3f222e46,2,frus1981-88v13,Department of State - Lot/Executive Secretariat/Office Files,"Source: Department of State, Under Secretary of State for Political Affairs, Miscellaneous Files, March 1981–February 1983, Lot 83D210, Falklands [Folder 1]. Secret; Niact Immediate.",frus1981-88v13/d253; frus1981-88v13/d254
d024d967ac2e,2,frus1981-88v44p1,Library of Congress/Private Papers,"Source: Library of Congress, Manuscript Division, Weinberger Papers, Department of Defense Files, Box CL 829, Subject File, 1985 President—reports to #43–57 (4). Secret.",frus1981-88v44p1/d59; frus1981-88v44p1/d65
d43da07aab84,2,frus1981-88v44p1,NSC Institutional/Executive Secretariat Files,"Source: National Security Council, National Security Council Institutional Files, Box SR–111, NSPG 0140, 11/25/1986. Secret. Sent for action. A copy was sent to Cockell.",frus1981-88v44p1/d161; frus1981-88v44p1/d165
cf28133ae35a,2,frus1981-88v03,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Clark Files, Haig/Gromyko Meetings 9/23/81 and 9/28/81. Secret; Nodis. The meeting took place at the Soviet Mission to the United Nations.",frus1981-88v03/d90; frus1981-88v03/d91
06dfa26e66cd,2,frus1981-88v03,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Clark Files, Haig/Gromyko Meetings 9/23/81 and 9/28/81. Secret; Nodis. The meeting took place at the U.S. Mission to the United Nations.",frus1981-88v03/d88; frus1981-88v03/d89
1afb4c632444,2,frus1981-88v13,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Agency File, Secretary Haig’s Evening Report (03/25/1982–04/21/1982). Secret.",frus1981-88v13/d83; frus1981-88v13/d158
a5575a00b778,2,frus1981-88v24,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Agency File, Secretary Haig’s Evening Report (06/06/1981–07/02/1981). Secret.",frus1981-88v24/d1; frus1981-88v24/d379
7a68be15c6fb,2,frus1981-88v10,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Cable File, Europe (State) NODIS IN (01/21/1984–04/23/1984). Confidential; Niact Immediate; Nodis.",frus1981-88v10/d262; frus1981-88v10/d263
fe24219b71f6,2,frus1981-88v13,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Cable File, Falkland File 05/02/1982. Secret; Sensitive; Flash; Nodis. Printed from a copy that was received in the White House Situation Room.",frus1981-88v13/d202; frus1981-88v13/d207
29b6d4aced22,2,frus1981-88v24,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Country File, Africa, Algeria (01/24/1982–09/26/1983). Secret; Immediate; Nodis. Printed from a copy that indicates the original was received in the White House Situation Room.",frus1981-88v24/d112; frus1981-88v24/d393
a086681e1cf0,2,frus1981-88v13,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Country File, Latin America/Central, Argentina (04/15/1982–04/17/1982). Secret; Flash; Nodis. Printed from a copy that was received in the White House Situation Room. Reagan initialed the telegram, indicating that he saw it.",frus1981-88v13/d137; frus1981-88v13/d139
b3fd493f2387,2,frus1981-88v24,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Executive Secretariat, NSC Head of State File, Algeria: President Bendjedid (8105773–8407957). No classification marking.",frus1981-88v24/d109; frus1981-88v24/d128
a1fc79bb0046,2,frus1981-88v05,Reagan Library - Shultz/Hoover/Private Copies,"Source: Reagan Library, George Shultz Papers, 4D, 1986 Soviet Union September. Secret; Sensitive. There is no drafting information. Cleared by Davies and Pascoe. An unknown hand initialed for Pascoe. The meeting took place at the Department of State.",frus1981-88v05/d286; frus1981-88v05/d287
0cd6f8247da0,2,frus1981-88v24,Reagan Library - Shultz/Hoover/Private Copies,"Source: Reagan Library, George Shultz Papers, President’s Evening Reading January–March 1984. Secret.",frus1981-88v24/d134; frus1981-88v24/d223
a96a5d39c9b5,2,frus1981-88v24,Reagan Library - Shultz/Hoover/Private Copies,"Source: Reagan Library, George Shultz Papers, President’s Evening Reading July–December 1984. Secret; Sensitive.",frus1981-88v24/d226; frus1981-88v24/d228
357b90b63a34,2,frus1981-88v24,Reagan Library - Shultz/Hoover/Private Copies,"Source: Reagan Library, George Shultz Papers, President’s Evening Reading September–December 1982. Secret.",frus1981-88v24/d120; frus1981-88v24/d121
5cfbc553129f,2,frus1981-88v10,Other archival source,"Source: Reagan Library, Paula J. Dobriansky Files, Yugoslavia—Spiljak Visit 2/1/84–2/2/84 (4). No classification marking.",frus1981-88v10/d217; frus1981-88v10/d220
ba849ee5c7da,2,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Ralph Bledsoe Files, Office of Policy Development, Cabinet Councils, Other Cabinet Councils, Cabinet Council on Economic Affairs IV. No classification marking. The meeting took place in the Roosevelt Room at the White House. No drafting information appears on the minutes.",frus1981-88v38/d96; frus1981-88v38/d124
e0825f55f0ff,2,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Richard Darman Files, Cabinet Council on Economic Affairs 09/08/81–09/24/1981, Case File 018936. No classification marking. The meeting took place in the Roosevelt Room at the White House. No drafting information appears on the minutes.",frus1981-88v38/d266; frus1981-88v38/d267
07e93f421b9d,2,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Stephen Sestanovich Files, [Germany]: Berlin: 08/01/86–08/12/86. Confidential; Priority. Sent for information to East Berlin, NATO Collective, Eastern European posts, Bern, Helsinki, Stockholm, Vienna, Geneva, Frankfurt, Hamburg, Munich, Stuttgart, Dusseldorf, Pretoria, USCINCEUR Vaihingen, CINCUSAREUR Heidelberg, CINCUSAFE Ramstein, USNMR SHAPE, JCS, and DOD.",frus1981-88v10/d288; frus1981-88v10/d289
cd0f7c1b5f3a,2,frus1981-88v04,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Reagan Library, Sven Kraemer Files, Geneva—NSDD Package, 12/31/1984–01/01/1985 (3). Top Secret; King.",frus1981-88v04/d340; frus1981-88v04/d342
5abd2e7146e9,2,frus1981-88v04; frus1981-88v10,Reagan Library - System IV Intelligence Files,"Source: Reagan Library, System IV Intelligence Files, 1984, 400684. Secret; Eyes Only. Sent for action.",frus1981-88v04/d245; frus1981-88v10/d29
369c94f1ce1f,2,frus1981-88v10,Other archival source,"Source: Reagan Library, William L. Stearman Files, Subject File, Romania 06/02/1981–06/21/1981. Confidential.",frus1981-88v10/d2; frus1981-88v10/d71
46c0e337f03e,2,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Washington National Records Center, OSD Files, FRC 330–86–0042, UK 1982. Top Secret; Eyes Only.",frus1981-88v13/d264; frus1981-88v13/d341
655cf26d3721,2,frus1981-88v24,DOD/OSD/WNRC/JCS/Agency Records,"Source: Washington National Records Center, OSD Files, FRC 330–88–0058, 1985 Official Records (Top Secret) of the Secretary and Deputy Secretary of Defense, and the Executive Secretary to the Secretary and Deputy Secretary of Defense, Box 2, Tunisia 1985. Top Secret.",frus1981-88v24/d329; frus1981-88v24/d330
8cda011facc3,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, CIA History Staff Files. Secret; [ handling restriction not declassified ]. The Estimate was prepared based upon information available as of September 1. The Estimate was issued by the Director of Central Intelligence with the concurrence of the National Foreign Intelligence Board. The Estimate was prepared with the participation of the Central Intelligence Agency, the Defense Intelligence Agency, the National Security Agency, and the intelligence organizations of the Departments of State, Treasury, and Energy. The Assistant Chief of Staff for Intelligence, Department of the Army; the Director of Naval Intelligence, Department of the Navy; and the Assistant Chief of Staff, Intelligence, Department of the Air Force, also participated in the preparation of the Estimate.",frus1981-88v13/d391
ed373a71c56a,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, CIA History Staff Files. Secret; [ handling restriction not declassified ]. The Estimate was prepared using information available as of August 10.",frus1981-88v13/d382
3d252b32ccd5,1,frus1981-88v41,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Community Management Staff, Job 00B01635R: Committees, Task Forces, Boards, Councils Files, Box 6, Folder 390, FIPC Change Notice #27 Topics For Intelligence on the AIDS Pandemic. Secret [ handling restriction not declassified ]. Approved by Gates on December 17.",frus1981-88v41/d35
70c12476e043,1,frus1981-88v41,Department of State - Lot/Executive Secretariat/Office Files,"Source: Central Intelligence Agency, Community Management Staff, Job 00B01635R: Committees, Task Forces, Boards, Councils Files, Box 6, Folder 390, FIPC Change Notice #27 Topics For Intelligence on the AIDS Pandemic. Secret. Drafted by Clear; cleared by Clark and Passage. Camilluci transmitted a copy to the members of the Foreign Intelligence Priorities Committee under a June 3 memorandum, which stated: “The Department of State has requested Committee consideration of the attached proposal to establish a topic on AIDS in the Special Subjects category. The Committee will discuss this proposal at a regular meeting in the very near future. Upon its approval, the Committee would proceed to the proposal and consideration of country priorities.” (Ibid.)",frus1981-88v41/d29
03f08e794975,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, History Staff Files. Secret; [ handling restriction not declassified ]. Prepared using information available as of May 14. The National Foreign Intelligence Board approved the estimate on May 15.",frus1981-88v10/d327
d6ae6a1b4747,1,frus1981-88v13,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Central Intelligence Agency, Job 84B00049R, Subject Files (1981–1982) Box 7, NSPG Meeting re: [ text not declassified ]/Falklands Islands Dispute 5 Apr 82. Top Secret; Codeword. The National Intelligence Daily was a serial publication by the CIA. This article was attached to an April 5 covering note from [ name not declassified ] to Inman [ text not declassified ].",frus1981-88v13/d19
207b9b7d636f,1,frus1981-88v04,Department of State - Lot/Executive Secretariat/Office Files,"Source: Central Intelligence Agency, National Intelligence Council, Job 09T00367R: Intelligence Publication Files, Production Case Files, Box 3, Folder 32: SNIE 11/10/84/JX Implications of Recent Soviet Military-Political Activities. Top Secret; [ codeword and handling restrictions not declassified ]. A note on the cover page reads: “This Estimate is issued by the Director of Central Intelligence. The National Foreign Intelligence Board concurs, except as noted in the text. The following intelligence organizations participated in the preparation of the Estimate: The Central Intelligence Agency, the Defense Intelligence Agency, the National Security Agency, and the intelligence organization of the Department of State.” It also notes as participating: The Assistant Chief of Staff for Intelligence, Department of the Army; the Director of Naval Intelligence, Department of the Navy; the Assistant Chief of Staff, Intelligence, Department of the Air Force; and the Director of Intelligence, Headquarters, Marine Corps.",frus1981-88v04/d221
8e4b06115cfd,1,frus1981-88v41,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 83B00140R: Policy Files (1979–1982), Box 1, Folder 8: SIG meetings—II. Secret. [ text not declassified ].",frus1981-88v41/d132
a0b4fd2659c7,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 83T00966R: Chronological Files (1982), Box 1, Folder 4: C/NIC Chronological. Secret; [ handling restriction not declassified ].",frus1981-88v13/d277
6c9416dd172a,1,frus1981-88v38,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 85–01156R: Policy, Planning, and History Records (1981–1984), Box 2, Folder 24: (SIG–IEP Meetings 1983). Confidential. The meeting took place in the Roosevelt Room at the White House. Sent under a January 10, 1984, covering memorandum from Hicks to multiple recipients.",frus1981-88v38/d154
5da08a8140c6,1,frus1981-88v38,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 85–01156R: Policy, Planning, and History Records (1981–1984), Box 2, Folder 24: (SIG–IEP Meetings 1983). Secret. The meeting took place in the Indian Treaty Room of the Old Executive Office Building. Sent under a December 20 covering memorandum from Christopher Hicks to multiple recipients.",frus1981-88v38/d152
9fb47f65a6c8,1,frus1981-88v38,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 85–01156R: Policy, Planning, and History Records (1981–1984), Box 2, Folder 25: (SIG–IEP Meetings 1984). Confidential. The meeting took place in the Roosevelt Room at the White House. Sent under a June 22 covering memorandum from Hicks to multiple recipients.",frus1981-88v38/d165
2a10cdc01ae7,1,frus1981-88v38,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 85–01156R: Policy, Planning, and History Records (1981–1984), Box 2, Folder 25: (SIG–IEP Meetings 1984). Secret. Sent through the Chairman of the National Intelligence Council.",frus1981-88v38/d166
525d66029db9,1,frus1981-88v38,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 85–01156R: Policy, Planning, and History Records (1981–1984), Box 2, Folder 29: International Debt/Finance—1983. Confidential.",frus1981-88v38/d145
80abd3fabe00,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 85T00757R: Chronological Files (1982–1983), Box 1, Folder 5: NIO/GPF Chrono May 82. Secret; [ handling restriction not declassified ]. Sent through Rowen. Copies were sent to Gorman and Howells. For Parts I and II of Atkeson’s report, see Document 126 and footnote 1 thereto.",frus1981-88v13/d240
44acaa508cb3,1,frus1981-88v41,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, National Intelligence Council, Job 91B00776R: Policy Files, Lectures, Briefings Files (1980–1989), Box 3, Folder 8. Secret; [ handling restriction not declassified ]. The memorandum was printed on National Intelligence Council letterhead and identified Hall as both the National Intelligence Officer at Large and the Director of the Analytic Group.",frus1981-88v41/d34
ea8fec7cad3b,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Russian and European Analysis, Job 01T02211R: Intelligence Publication File—Record Copy of Finished Intelligence Pubs., Box 1, Folder 3: Talking Points Argentina-UK: Status of the Falklands Dispute. Confidential; [ handling restriction not declassified ]. A notation in an unknown hand at the top of the paper reads: “For Secretary of Defense at his request.”",frus1981-88v13/d443
b11ff0c5166b,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Russian and European Analysis, Job 02–06156R: Intelligence Publication Files—Record Copy of Finished Intelligence Pubs (1982–1996), Box 2, Folder 320: 6 January 1987, East-Germany-USSR: Keeping Glasnost at Arm’s Length [EUR–M–86–20162]. Secret; [ handling restriction not declassified ]. Prepared in the East European Division, Office of European Analysis, in response to a request from Harry Gilmore, Director of the Office of Central European Affairs, Department of State.",frus1981-88v10/d292
6e96b7f5bb1d,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Russian and European Analysis, Job 02–06156R: Intelligence Publication Files—Record Copy of Finished Intelligence Pubs (1982–1996), Box 2, Folder 361: 23 May 1988 East Germany: The Political Scene & Relations with the United States EURM 88–20089. Confidential; [ handling restriction not declassified ]. Prepared in the Office of European Analysis based on information available as of May 20.",frus1981-88v10/d309
72ca3d1bbd5d,1,frus1981-88v05,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Russian and European Analysis, Job 87T01145R: Policy & Substantive Files, Box 3, Folder 39: [ file name not declassified ]. Secret; [ handling restriction not declassified ]. Prepared by the interviewer. All brackets except those denoting text not declassified are in the original. Copies were sent [ text not declassified ]. In a February 24 covering memorandum [ text not declassified ] wrote: “1. Attached are my notes on a [ text not declassified ] session with Gordievskiy which occurred 1500–1600 on [ text not declassified ] February 1986. Because so many had gone over related matters before, I chose, in the main, to pose questions for his judgment and opinion. Significantly, he gave both his judgments and the line of reasoning or factual basis for them in most cases. 2. My uncertainty about what exactly he said on several points is indicated by [?].”",frus1981-88v05/d198
e9be5ce15f59,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 83B00228R: Production Case Files (1982), Box 1, Folder 16: UK-Falklands: Pressures on Thatcher. Secret; [ handling restriction not declassified ]. The memorandum was prepared in the Office of European Analysis in the Directorate of Intelligence based upon information available as of April 28.",frus1981-88v13/d186
72a106f68469,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 84S00895R: Production Files (1983–1984), Box 1, Folder 1: EUR 83–10216, Sep 83. Secret; [ handling restriction not declassified ]. This assessment was prepared in the Office of European Analysis, based on information available as of September 1.",frus1981-88v10/d20
64115d36951f,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 84T00301R: Intelligence Pub Files (1982), Box 2, Folder 1: National Intelligence Daily. Top Secret; [ handling restriction not declassified ].",frus1981-88v13/d32
26db41aca13a,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 84T00664R: Production Case Files (1980–1981), Box 1, Folder 234: Radio Jamming Policy in the East Bloc. Secret. Prepared in the Office of Political Analysis, with assistance from the Foreign Broadcast Information Service and other political analysts, in response to a request by Carnes Lord of the NSC Staff.",frus1981-88v10/d4
a864017cd53e,1,frus1981-88v10,Reagan Library - Staff/Subject/Directorate Files,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 84T00899R: Production Case Files (1981–1984), Box 6, Folder 1: European Review EUR ER 83–002 thru –027. Secret. European Review was a serial publication. Pages of this article were also found in the Reagan Library, William Clark Files, Berlin—May 1984 [1982–1983].",frus1981-88v10/d261
8bdc8f8a52f6,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 84T01067R: Production Case Files (’81–’82), Box 1, ALA M Projects 82–10068 through 82–10081. Secret; [ handling restriction not declassified ]. The memorandum was requested by Inman. The memorandum was prepared by the South America Division, Office of African and Latin American Analysis of the Directorate of Intelligence, based upon information available through May 31. The memorandum was coordinated with the Directorate of Operations, the National Intelligence Council, and the National Intelligence Officer for Latin America.",frus1981-88v13/d336
e3e08c500f8c,1,frus1981-88v41,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 85T00287R: Production Case Files, Box 13, Folder 177: International Conference on Population Issues and Prospects. Confidential. [ text not declassified ]",frus1981-88v41/d287
531483b422e2,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 85T00287R: Production Case Files, Folder: Challenges to the Western Position in and around Berlin. [ classification marking and handling restriction not declassified ]. An attached memorandum for the record, dated December 18, indicates that it was cabled to Shultz, who was in the United Kingdom, on December 11. (Ibid.)",frus1981-88v10/d278
03adc83c7e6d,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 85T00287R: Production CaseFiles, Box 11, Folder 36: Eastern Europe-USSR: Rising Discord within the Soviet Bloc. Secret; [ handling restriction not declassified ] The memorandum was prepared in the Office of European Analysis with a contribution from the Office of Soviet Analysis.",frus1981-88v10/d28
4d2a43647330,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 87T01127R: Intelligence Publications Files (1985–1987), Box 9, Folder 78: [ folder title not declassified ]. Secret; 2 pages not declassified",frus1981-88v10/d291
469c3ccdb7ee,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 90T00100R: Intelligence Publications Files, Box 3, Folder 260: EUR M 88–20094: Hungary: New Leadership Struggles to Develop Program. Confidential; [ handling restriction not declassified ]. Prepared in the Office of European Analysis. A distribution list is ibid.",frus1981-88v10/d347
91f92774f550,1,frus1981-88v41,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services (DI), Job 90T00114R: Intelligence Publications Files (1986–1987), Box 4, Folder 366: Iceland-U.S. Whaling Dispute: “Will Iceland Play the NATO card?” Confidential; Noforn. [ text not declassified ] This memorandum was prepared by [ name not declassified ], Office of European Analysis. Questions and comments may be directed to [ name not declassified ], Deputy Chief, West European Division, [ text not declassified ].",frus1981-88v41/d336
09e77ba579db,1,frus1981-88v13,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services, Job 83B00225R: Production Case Files (1982), Box 1, ALA 82–10059 Falkland Islands Dispute: Economic Impact. Confidential; [ handling restriction not declassified ]. Information available as of April 15 was used in the preparation of the memorandum, which was prepared in the Office of African and Latin American Analysis and the Office of Global Issues in cooperation with the Department of the Treasury.",frus1981-88v13/d125
a219236c775a,1,frus1981-88v10,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of Support Services, Job 8500316R: Production Case Files (1984), Box 3, Folder 15: EUR 84–10251C, December 1984, Bulgaria: Coping with the Papal Assassination Scandal. Top Secret; [ code word and handling restriction not declassified ]. Information available as of November 15 was used in the report, which was prepared in the Office of European Analysis and coordinated with the Directorate of Operations.",frus1981-88v10/d377
96b043f8c607,1,frus1981-88v13,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Central Intelligence Agency, Office of the Deputy Director for Intelligence, Job 83T00966R: Chronological Files (1982), Box 1, Folder 3. Secret; [ handling restriction not declassified ]. Rowen forwarded the memorandum to Casey under a covering note on April 19. Atkeson prepared a follow-up memorandum, which examined the Argentine defensive position, for Casey and Inman, April 21. (Central Intelligence Agency, Office of the Director of Central Intelligence, Job 84B00049R: Subject Files (1981–1982), Box 7, Folder 179: NSPG Meeting Re: Falkland Islands) Attached but not printed is a map of the Falklands/Malvinas, which labels the beaches referenced in the memorandum.",frus1981-88v13/d126
7f835f167dcf,1,frus1981-88v05,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of the Deputy Director for Intelligence, Job 91B00874R: O/DDI Files (1980–1988), Box 1, Folder 24: HPSCI Current Intell Briefing 12 Aug 86. Secret; [ handling restriction not declassified ].",frus1981-88v05/d261
b2e7556215ff,1,frus1981-88v41,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of the Deputy Director for Intelligence, Job 93T01142R: Policy Files (1982–1987), Box 1, Folder 14: Hunger in Africa. Unclassified. Sent to Bush, Shultz, Baker, Weinberger, Lyng, Baldrige, Miller, Casey, Yeutter, McPherson, Wick, Ruppe, Bohn, and Nalen.",frus1981-88v41/d254
cea074c40dae,1,frus1981-88v05,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of the Director of Central Intelligence, Arms Control Intelligence Staff (DCI/ACIS), Job 91B00805R, Policy Files (1972–1986), Box 2, Folder 15: Douglas George: NSC/START Policies. Secret; [ handling restriction not declassified ]. [ text not declassified ].",frus1981-88v05/d266
d489aead0fee,1,frus1981-88v24,DOD/OSD/WNRC/JCS/Agency Records,"Source: Central Intelligence Agency, Office of the Director of Central Intelligence, Job 83M00035R, Box 17, C–384, Tunisia. Secret; [ handling restrictions not declassified ]. Prepared in the Maghreb Branch, Arab-Israeli Division, Office of Near East/South Asia Analysis, Central Intelligence Agency, using information available as of April 23.",frus1981-88v24/d294
